tract,state,county,study_region,mean_commute_time,short_commute_share,job_density_2013,jobs_within_5mi,highpay_jobs_5mi,pop_density_2010,rent_2bed_2015,med_income_2016
00000000100,36,47,Brooklyn Baseline,31.59577,0.076532766,6511.6279,2633424,1680353,50441.859,989,87192
00000000200,36,47,Brooklyn Baseline,43.270557,0.31416836,26223.213,1007904,563725,13125,1280,48393
00000000301,36,47,Brooklyn Baseline,35.161991,0.13690953,6313.2534,2544446,1615940,51313.254,1847,112361
00000000501,36,47,Brooklyn Baseline,31.628864,0.15825915,18906.25,2551456,1618381,132718.75,3045,124205
00000000502,36,47,Brooklyn Baseline,31.628862,0.14465876,48189.188,2560606,1622168,67891.891,3069,100805
00000000700,36,47,Brooklyn Baseline,32.895218,0.11060835,10447.761,2422382,1527299,50134.328,2699,133472
00000000900,36,47,Brooklyn Baseline,31.83637,0.15162908,2905290.3,2442781,1533472,67290.32,3040,124719
00000001100,36,47,Brooklyn Baseline,48.679104,0,862215.44,2559926,1617634,1292.3077,2475,114844
00000001300,36,47,Brooklyn Baseline,34.015152,0.11525029,12752.213,2641858,1682047,20132.744,2261,105938
00000001500,36,47,Brooklyn Baseline,41.666668,0.031145718,10898.305,2601651,1651839,29838.982,1113,94946
00000001800,36,47,Brooklyn Baseline,52,NA,9597.6143,1044755,591035,2283.0803,NA,NA
00000002000,36,47,Brooklyn Baseline,45.572895,0.02973396,23916.668,902497,511806,27866.668,1424,61635
00000002100,36,47,Brooklyn Baseline,32.049076,0.051056337,42554.973,2693134,1715712,18869.109,3134,211071
00000002200,36,47,Brooklyn Baseline,41.316273,0.19148937,47830.77,736688,403188,35484.617,1192,42083
00000002300,36,47,Brooklyn Baseline,42.211765,0.066130474,814.28571,2676727,1703433,60671.43,423,18125
00000002901,36,47,Brooklyn Baseline,40.776203,0.051867221,2175,2614412,1658174,80450,426,21226
00000003000,36,47,Brooklyn Baseline,51.302849,0.016270338,2162.7905,662864,356879,40232.559,1427,75208
00000003100,36,47,Brooklyn Baseline,32.815487,0.37027264,5657.6577,2503595,1574420,22270.27,1422,76420
00000003300,36,47,Brooklyn Baseline,37.949825,0.015239477,112812.49,2397370,1490013,36359.375,2132,115509
00000003400,36,47,Brooklyn Baseline,43.939579,0.10650069,3296.7034,620827,331277,16741.758,1484,69042
00000003500,36,47,Brooklyn Baseline,35.531288,0.078034684000000007,72156.867,2135864,1284957,30470.588,1393,61450
00000003600,36,47,Brooklyn Baseline,50.592201,0.0836308,1979.1666,507869,248143,79250,1707,73958
00000003700,36,47,Brooklyn Baseline,30.600918,0.51973683,504538.47,2391391,1490633,6000,3408,128917
00000003800,36,47,Brooklyn Baseline,40.519188,0.090909094,1080,498134,244490,29960,1790,83056
00000003900,36,47,Brooklyn Baseline,35.423981,0.06721992,18754.098,2131067,1283951,36540.984,NA,104783
00000004100,36,47,Brooklyn Baseline,35.484524,0.12345679,16460.316,2205029,1337987,57111.109,2952,134722
00000004300,36,47,Brooklyn Baseline,33.953972,0.10380623,59671.871,2335479,1446461,46999.996,2464,125938
00000004400,36,47,Brooklyn Baseline,43.957073,0.26653308,349.39761,425059,196433,14210.844,1859,87583
00000004500,36,47,Brooklyn Baseline,34.706238,0.079062156,13242.424,2229765,1368960,50378.789,2767,136484
00000004600,36,47,Brooklyn Baseline,35.68993,0.3084833,1103.4484,338820,128539,10336.207,1677,104167
00000004700,36,47,Brooklyn Baseline,38.064213,0.099750623,1726.5624,2136383,1303102,11289.062,1828,108750
00000004900,36,47,Brooklyn Baseline,35.932281,0.12430279,56421.055,2162951,1319427,66210.531,1958,113750
00000005000,36,47,Brooklyn Baseline,41.808941,0.15592335,1755.3192,318554,118674,24212.768,1797,100551
00000005100,36,47,Brooklyn Baseline,39.132721,0.12810194,8771.4287,1887421,1119103,31014.285,2177,90815
00000005201,36,47,Brooklyn Baseline,47.864422,0.076512456,3836.3638,315515,115664,33254.547,2500,18906
00000005202,36,47,Brooklyn Baseline,46.620522,0.068126522,2035.0878,313933,115131,43526.316,2038,70375
00000005300,36,47,Brooklyn Baseline,44.109489,0.11914894,7987.4219,1407275,814661,2968.5535,1566,80625
00000005400,36,47,Brooklyn Baseline,53.65361,0.12516557,3109.3748,313660,114673,49046.871,1553,63203
00000005601,36,47,Brooklyn Baseline,50.602722,0.11268556,3565.2175,310236,113290,36304.348,1335,60927
00000005602,36,47,Brooklyn Baseline,52.067284,0.10533515,3460.3174,309063,112590,25174.604,1422,64479
00000005800,36,47,Brooklyn Baseline,44.7798,0.14726242,20386.666,322256,117975,42026.664,1565,45086
00000005900,36,47,Brooklyn Baseline,32.934784,0.1780822,11898.551,1591074,918182,10028.985,NA,66328
00000006000,36,47,Brooklyn Baseline,41.946941,0.05433901,7389.8306,333694,122562,47898.305,1589,71172
00000006200,36,47,Brooklyn Baseline,44.608288,0.067424856,8793.6504,351944,134046,45285.715,1795,57935
00000006300,36,47,Brooklyn Baseline,38.312069,0.095843934,3769.2307,1838854,1083416,48512.82,2099,108287
00000006400,36,47,Brooklyn Baseline,43.621967,0.10680825,5166.6665,451572,208735,44589.742,1381,63674
00000006500,36,47,Brooklyn Baseline,37.488182,0.061487604,4257.7319,1627706,941386,53515.461,NA,118152
00000006600,36,47,Brooklyn Baseline,50.01828,0.093822844,8237.2881,520574,252855,62084.746,1575,60818
00000006700,36,47,Brooklyn Baseline,35.795715,0.067397259,9683.334,1984569,1185145,55016.668,NA,142478
00000006800,36,47,Brooklyn Baseline,43.660042,0.16351829,8819.4443,579140,293608,67638.891,1378,41923
00000006900,36,47,Brooklyn Baseline,39.5952,0.11782631,13782.609,2167219,1315732,51260.871,2358,128989
00000007000,36,47,Brooklyn Baseline,43.905254,0.055389222,2964.9124,679006,360936,41122.809,1149,45291
00000007100,36,47,Brooklyn Baseline,38.097324,0.079679146,4538.4619,2052987,1233543,69153.852,NA,31061
00000007200,36,47,Brooklyn Baseline,46.383633,0.069199458,1280,690981,365284,77840,1374,36378
00000007400,36,47,Brooklyn Baseline,43.086273,0.058482144,3054.5454,719893,382126,99109.094,1299,40451
00000007500,36,47,Brooklyn Baseline,39.668896,0.074595936,7935.7798,1858849,1095624,40211.012,2335,136168
00000007600,36,47,Brooklyn Baseline,46.542393,0.10341463,6814.8145,827618,465041,81703.703,1320,33869
00000007700,36,47,Brooklyn Baseline,37.208012,0.052000001,8165.5635,1553712,891257,25834.438,NA,130288
00000007800,36,47,Brooklyn Baseline,41.344028,0.13763703,6867.9248,841364,468032,95622.641,1359,45071
00000008000,36,47,Brooklyn Baseline,41.394806,0.21386908,4480.769,945203,525137,80173.078,1403,57955
00000008200,36,47,Brooklyn Baseline,45.612869,0.12985903,12692.308,994485,555942,79634.617,1414,40808
00000008400,36,47,Brooklyn Baseline,38.874538,0.15966387,10967.392,1027594,571761,35858.695,NA,45096
00000008500,36,47,Brooklyn Baseline,41.993282,0.12541074,872.34045,1503059,869467,74000,414,14229
00000008600,36,47,Brooklyn Baseline,NA,NA,45.454544,961056,528024,0,NA,NA
00000008800,36,47,Brooklyn Baseline,40.859932,0.091830276,4000,995293,550862,43931.508,1381,54828
00000009000,36,47,Brooklyn Baseline,45.538376,0.083860762,4175.4385,973992,533264,52526.316,1282,38782
00000009200,36,47,Brooklyn Baseline,47.453449,0.093601272,3340.9092,897303,487416,122454.55,1134,41496
00000009400,36,47,Brooklyn Baseline,42.121788,0.063745022,4706.8965,842322,454167,100086.21,1272,42361
00000009600,36,47,Brooklyn Baseline,43.388321,0.086845465,3086.207,877927,480201,105620.7,1235,36903
00000009800,36,47,Brooklyn Baseline,44.395149,0.16937356,4896.5518,841788,460530,121103.45,1146,38197
00000010000,36,47,Brooklyn Baseline,44.278141,0.076557092,4017.2415,712099,372086,116155.17,1075,34710
00000010100,36,47,Brooklyn Baseline,40.593636,0.13869694,11725,1115494,622398,34108.336,1192,58033
00000010200,36,47,Brooklyn Baseline,42.337318,0.084369116,4508.4746,710257,372018,95288.133,1129,48397
00000010400,36,47,Brooklyn Baseline,42.052422,0.12466368,19305.084,667169,338146,100135.59,NA,38136
00000010600,36,47,Brooklyn Baseline,43.125565,0.12302577,11862.069,719115,375390,100879.31,1161,35694
00000010800,36,47,Brooklyn Baseline,44.251423,0.093886465,8275.8623,730224,378435,91034.484,1094,32059
00000011000,36,47,Brooklyn Baseline,39.507732,0.044954129,12475.41,873258,461606,40016.395,1183,53269
00000011200,36,47,Brooklyn Baseline,44.361572,0.059554413,6621.2119,759701,390494,97515.148,1081,28307
00000011400,36,47,Brooklyn Baseline,28.314545,0.37182909,139861.55,729097,378002,61169.234,1199,44558
00000011600,36,47,Brooklyn Baseline,43.167271,0.18549345,2016.129,665542,337387,77677.422,1133,32180
00000011700,36,47,Brooklyn Baseline,41.795113,0.032119915,12192.308,1337041,755015,30307.691,1804,79779
00000011800,36,47,Brooklyn Baseline,43.538151,0.090493605,24517.646,646669,326049,26505.883,1141,28586
00000011900,36,47,Brooklyn Baseline,42.025345,0.072335027,17160.785,1566167,894656,6000,NA,75682
00000012000,36,47,Brooklyn Baseline,39.821918,0.17346939,16933.332,554547,264941,16906.666,1071,50750
00000012100,36,47,Brooklyn Baseline,42.823986,0.044579536,43684.211,1432428,820326,28403.508,2137,96875
00000012200,36,47,Brooklyn Baseline,42.262268,0.052588668,4175.6758,693863,366484,72148.648,1220,37089
00000012600,36,47,Brooklyn Baseline,44.294643,0.16411825,5275.8623,624129,315594,30482.76,1297,41786
00000012700,36,47,Brooklyn Baseline,37.849674,0.052360516,9698.4121,1906970,1129065,55666.664,NA,54455
00000012801,36,47,Brooklyn Baseline,40.442131,0.12596154,4818.1816,550636,263513,48113.637,1350,50625
00000012901,36,47,Brooklyn Baseline,35.067314,0.074175827,37037.734,1924486,1140095,40735.848,2148,92143
00000012902,36,47,Brooklyn Baseline,38.911373,0.036682617,9530.6123,1854638,1084682,40081.633,NA,105625
00000013000,36,47,Brooklyn Baseline,45.962318,0.14838393,7882.3525,537524,258335,70470.586,1171,54886
00000013100,36,47,Brooklyn Baseline,42.562733,0.061859582,9283.334,1653942,951475,63800,1899,125139
00000013200,36,47,Brooklyn Baseline,46.479645,0.089309879,4116.667,489305,225530,37316.668,1278,55801
00000013300,36,47,Brooklyn Baseline,43.060059,0.093308203,11017.544,1522116,872955,65438.598,2693,134306
00000013400,36,47,Brooklyn Baseline,44.437283,0.061744966,8365.3848,485292,223629,37567.309,1503,70625
00000013500,36,47,Brooklyn Baseline,39.906075,0.07713373,7016.9492,1458933,833413,60949.152,2448,112976
00000013600,36,47,Brooklyn Baseline,43.493393,0.22988506,6614.458,472933,218378,47313.254,1464,65708
00000013700,36,47,Brooklyn Baseline,40.819294,0.057531379,17067.797,1382820,786001,51813.559,NA,102165
00000013800,36,47,Brooklyn Baseline,47.097851,0.10602911,11476.19,390785,155236,50285.715,1663,53370
00000013900,36,47,Brooklyn Baseline,42.912922,0.078958787,16724.139,1336767,752566,60017.242,1708,108750
00000014000,36,47,Brooklyn Baseline,43.461906,0.18450704,5842.1055,368140,141633,32035.088,1327,61250
00000014100,36,47,Brooklyn Baseline,41.694599,0.20525225,6999.9995,1266139,707612,47140.621,NA,86953
00000014200,36,47,Brooklyn Baseline,47.586048,0.066286527,6500,371353,143343,41320.512,1467,61168
00000014300,36,47,Brooklyn Baseline,43.654606,0.059276823,8761.9053,1212072,676782,41511.906,NA,93603
00000014500,36,47,Brooklyn Baseline,43.795185,0.07561437,9178.5713,1151271,641202,49750,1626,68936
00000014700,36,47,Brooklyn Baseline,46.038731,0.13261051,1761.9048,1157575,642159,49619.047,1862,81420
00000014800,36,47,Brooklyn Baseline,35.340813,0.33676976,2653.8462,357684,134436,23250,1617,56216
00000014900,36,47,Brooklyn Baseline,44.647804,0.094477251,5673.6841,1188013,657186,52378.949,NA,103427
00000015000,36,47,Brooklyn Baseline,47.776814,0.077235773,3750,358899,134608,30269.23,1541,70938
00000015100,36,47,Brooklyn Baseline,42.58181,0.036070243,11620.69,1284941,715616,61689.656,NA,124470
00000015200,36,47,Brooklyn Baseline,43.082169,0.13090129,17378.641,330095,122401,22417.477,NA,87944
00000015300,36,47,Brooklyn Baseline,40.740551,0.13559322,86500,1340336,753553,52431.035,2014,146458
00000015400,36,47,Brooklyn Baseline,NA,NA,70.422539,325455,119350,0,NA,NA
00000015500,36,47,Brooklyn Baseline,44.881096,0.075349301,6913.7935,1384270,785834,56413.793,2047,129464
00000015700,36,47,Brooklyn Baseline,41.451653,0.05930569,16969.23,1479494,843843,63615.387,2446,106583
00000015900,36,47,Brooklyn Baseline,41.746609,0.067192525,24350.516,1535223,877874,51917.523,2866,127759
00000016000,36,47,Brooklyn Baseline,45.49725,0.132734,15410,340507,127342,42170,1487,59872
00000016100,36,47,Brooklyn Baseline,38.030285,0.056109071,11914.286,1748837,1019532,43928.57,2106,111333
00000016200,36,47,Brooklyn Baseline,46.86945,0.12612613,4021.5054,314040,114475,22387.096,1477,71042
00000016300,36,47,Brooklyn Baseline,41.767101,0.024419297,8211.2676,1728554,1000538,42126.758,NA,86997
00000016400,36,47,Brooklyn Baseline,29.763025,0.65439093,652.59741,299867,107231,2480.5195,NA,97679
00000016500,36,47,Brooklyn Baseline,41.939301,0.076376557,9819.4453,1353701,756395,71402.781,2718,148831
00000016600,36,47,Brooklyn Baseline,33.772785,0.18604651,233.0097,359993,135216,19990.291,NA,95625
00000016700,36,47,Brooklyn Baseline,43.940685,0.10832691,5153.8462,1216327,673538,71353.852,2018,130109
00000016800,36,47,Brooklyn Baseline,47.288754,0.12544803,212.12122,305260,108825,22878.787,920,82188
00000016900,36,47,Brooklyn Baseline,47.677681,0.040992856,10765.432,1158852,638614,55518.52,2068,91351
00000017000,36,47,Brooklyn Baseline,37.633709,0.11247297,4271.605,335008,123265,40172.84,1547,71250
00000017100,36,47,Brooklyn Baseline,40.564945,0.09652707,1437.5,1100180,596215,46862.5,2093,116339
00000017200,36,47,Brooklyn Baseline,50.217117,0.090654209,3375,339959,126296,36637.5,1367,65727
00000017400,36,47,Brooklyn Baseline,52.641811,0,1060.6061,311074,111771,27166.666,1273,91250
00000017500,36,47,Brooklyn Baseline,NA,0,0,1042820,568877,6.6050196,NA,NA
00000017600,36,47,Brooklyn Baseline,48.557648,0.060092449,3909.0908,312276,112049,41727.273,1258,53162
00000017700,36,47,Brooklyn Baseline,NA,NA,219.17809,1150361,622781,0,NA,NA
00000017800,36,47,Brooklyn Baseline,49.882462,0.10022523,9428.5713,338865,125481,46000,1370,55972
00000017900,36,47,Brooklyn Baseline,32.670521,0.046766743,5655.7378,2042464,1218732,59409.836,1827,55230
00000018000,36,47,Brooklyn Baseline,38.212364,0.056836903,2720.5881,339429,126112,46955.879,1350,69875
00000018100,36,47,Brooklyn Baseline,35.378769,0.040935673,6215.3848,2320557,1423893,60553.848,1267,81178
00000018200,36,47,Brooklyn Baseline,50.362068,0.16810684,3234.3748,359031,134533,49421.871,1305,56853
00000018300,36,47,Brooklyn Baseline,40.710258,0.036399737,7490.5659,2512717,1575602,47169.813,2517,94055
00000018400,36,47,Brooklyn Baseline,43.490665,0.13197969,568.96552,356738,132866,34517.242,1352,75938
00000018501,36,47,Brooklyn Baseline,45.07806,0.07391911,5200,2606790,1649863,95675,440,22893
00000018600,36,47,Brooklyn Baseline,45.804642,0.047353759,1613.6364,364106,136476,48272.727,1454,66125
00000018700,36,47,Brooklyn Baseline,40.841537,0.15007429,4838.71,2599535,1645789,45516.129,2170,79659
00000018800,36,47,Brooklyn Baseline,39.065815,0.11502347,2411.7646,381990,146144,38823.527,1654,61321
00000019000,36,47,Brooklyn Baseline,49.65591,0.047544409,13048.78,424044,171219,58317.07,1128,42770
00000019100,36,47,Brooklyn Baseline,40.099075,0.14183673,8319.5869,2623958,1657997,24041.236,2195,82755
00000019200,36,47,Brooklyn Baseline,45.029247,0.18104495,16232.877,508017,234211,37972.602,1220,39464
00000019300,36,47,Brooklyn Baseline,38.49036,0.21622787,21875,2499698,1563904,54115.383,1084,53750
00000019400,36,47,Brooklyn Baseline,45.780567,0.081987575,38681.16,502317,231665,47898.551,1213,39552
00000019500,36,47,Brooklyn Baseline,43.315922,0.084394902,12301.887,2535183,1595613,63509.434,1447,78984
00000019600,36,47,Brooklyn Baseline,41.479256,0.15154487,11164.384,483828,221119,59630.137,1268,40634
00000019700,36,47,Brooklyn Baseline,41.779602,0.046618853,5272.7275,2322635,1422785,50196.969,2219,88567
00000019800,36,47,Brooklyn Baseline,44.396992,0.40000001,4711.5386,396571,157301,32730.77,1411,60417
00000019900,36,47,Brooklyn Baseline,37.108894,0.1781065,12082.192,1998774,1191630,40123.289,1623,79097
00000020000,36,47,Brooklyn Baseline,47.738499,0.12862669,6634.6152,418229,169255,43557.691,1582,55972
00000020100,36,47,Brooklyn Baseline,45.723297,0.048895899,4691.1763,1998709,1188430,50308.82,NA,95441
00000020200,36,47,Brooklyn Baseline,41.372047,0.086757988,1173.0769,414878,168060,36038.461,1380,92292
00000020300,36,47,Brooklyn Baseline,40.088001,0.019169329,3796.2961,1728410,999725,31425.926,1739,102281
00000020400,36,47,Brooklyn Baseline,40.012413,0.16500001,1096.1538,414927,168274,32846.152,1333,69922
00000020500,36,47,Brooklyn Baseline,42.684422,0.029394474,5451.6128,1626026,935183,39822.582,1865,80496
00000020600,36,47,Brooklyn Baseline,39.631157,0.088268153,2696.9697,469056,215583,33636.363,1500,83594
00000020700,36,47,Brooklyn Baseline,41.43502,0.03058104,4407.4072,1451827,819830,79814.813,NA,99327
00000020800,36,47,Brooklyn Baseline,44.443604,0.074596778,2345.4546,484634,222702,55418.184,1156,52500
00000021000,36,47,Brooklyn Baseline,44.997272,0.057913132,4724.1382,490834,224922,68413.797,NA,45586
00000021100,36,47,Brooklyn Baseline,36.044807,0.093704246,8445.9463,2640615,1677912,16351.352,1335,45909
00000021200,36,47,Brooklyn Baseline,46.481232,0.043783784,12472.973,500202,229432,62743.242,NA,38068
00000021300,36,47,Brooklyn Baseline,48.281284,0.075355448,17436.619,1255949,695481,59225.352,1313,40967
00000021400,36,47,Brooklyn Baseline,39.719345,0.14656489,7307.6924,562714,269199,33107.695,1178,56429
00000021500,36,47,Brooklyn Baseline,43.943913,0.043975689,5333.3335,1396827,785926,88450,NA,64798
00000021600,36,47,Brooklyn Baseline,36.438896,0.15558802,21015.385,578304,276643,61769.234,1241,37679
00000021700,36,47,Brooklyn Baseline,39.654934,0.087112173,3760.8696,1374084,771057,78195.648,1339,58289
00000021800,36,47,Brooklyn Baseline,36.689293,0.18343653,28344.262,656591,329848,61655.738,1348,30694
00000021900,36,47,Brooklyn Baseline,49.326813,0.037999999,2824.5615,1316760,728932,63070.176,1306,60203
00000022000,36,47,Brooklyn Baseline,36.379967,0.18809319,18266.666,677292,342466,65853.328,1533,31121
00000022100,36,47,Brooklyn Baseline,43.115852,0.059509203,2896.5518,1446576,811224,62224.141,1349,43011
00000022200,36,47,Brooklyn Baseline,35.863052,0.26666668,19220.588,702266,351145,69014.703,NA,29931
00000022400,36,47,Brooklyn Baseline,40.767391,0.18966566,8352.9404,758871,387823,80676.469,1323,39839
00000022600,36,47,Brooklyn Baseline,44.602066,0.071984433,39866.668,772797,390773,41933.336,1309,44097
00000022700,36,47,Brooklyn Baseline,41.452988,0.11329114,4559.1396,1721719,993927,37139.785,1218,72762
00000022800,36,47,Brooklyn Baseline,45.788013,0.28862163,32507.693,723371,356946,50861.539,NA,31875
00000022900,36,47,Brooklyn Baseline,48.050854,0.057067022,1469.697,2010360,1193687,51439.395,NA,60625
00000023000,36,47,Brooklyn Baseline,34.709381,0.22316866,28086.207,710470,352521,77844.828,NA,36667
00000023100,36,47,Brooklyn Baseline,40.51376,0.046397381,3290.3228,2114802,1266374,48790.324,1933,70903
00000023200,36,47,Brooklyn Baseline,30.509308,0.29699841,31034.484,684263,339991,65505.75,1006,33628
00000023300,36,47,Brooklyn Baseline,43.780144,0.12081985,3621.2122,2285688,1396019,76681.82,780,33536
00000023400,36,47,Brooklyn Baseline,30.901508,0.32528302,15560.606,594444,283320,76651.516,1225,26045
00000023500,36,47,Brooklyn Baseline,42.656956,0.14216164,5345.4546,2533199,1593158,71418.18,1512,40032
00000023600,36,47,Brooklyn Baseline,29.777817,0.26864535,18833.334,589532,281025,84848.484,NA,24886
00000023800,36,47,Brooklyn Baseline,36.485214,0.27900147,16181.818,519006,237738,69545.453,1457,27871
00000024000,36,47,Brooklyn Baseline,40.361065,0.15498155,15287.879,508700,233719,71106.063,1263,29844
00000024100,36,47,Brooklyn Baseline,37.850849,0.049638055,17642.857,2456263,1536342,31842.857,1900,58438
00000024200,36,47,Brooklyn Baseline,38.863754,0.22614841,11364.864,504213,231933,40324.324,1273,52750
00000024300,36,47,Brooklyn Baseline,47.63921,0.056166057,4066.6667,2132675,1279353,63100,1540,53702
00000024400,36,47,Brooklyn Baseline,42.893654,0.26908022,10383.334,499366,228576,53966.668,NA,48188
00000024500,36,47,Brooklyn Baseline,43.805328,0.075187966,3062.4998,1727296,996942,61656.246,1245,57738
00000024600,36,47,Brooklyn Baseline,48.147697,0.16204119,2313.4329,421256,170829,48597.016,1173,46523
00000024700,36,47,Brooklyn Baseline,46.443222,0.013840831,13000,1521532,864325,33085.715,1274,45394
00000024800,36,47,Brooklyn Baseline,50.379704,0.082560293,13323.528,489294,224543,39676.469,1214,52083
00000024900,36,47,Brooklyn Baseline,40.780804,0.043113772,3061.5386,1682453,966204,58815.387,1376,56786
00000025000,36,47,Brooklyn Baseline,47.754631,0.19022317,5597.0146,500352,230845,25701.492,1355,47000
00000025100,36,47,Brooklyn Baseline,43.61401,0.052091554,1207.5472,2038574,1218319,72000,NA,34894
00000025200,36,47,Brooklyn Baseline,47.556396,0.070416667,6000,425136,172877,68371.43,1319,42367
00000025300,36,47,Brooklyn Baseline,43.213871,0.059602648,2241.9355,2445262,1528593,44419.355,NA,47935
00000025400,36,47,Brooklyn Baseline,49.83601,0.026990553,5867.647,402308,157156,51470.586,1105,46016
00000025500,36,47,Brooklyn Baseline,50.482967,0.045590434,92.59259,2619799,1654993,94481.477,NA,21653
00000025600,36,47,Brooklyn Baseline,46.752926,0.023878437,3492.5371,379305,143516,45641.789,1352,47386
00000025700,36,47,Brooklyn Baseline,40.18351,0.12683578,3071.4285,2629419,1658541,30442.857,1281,55536
00000025800,36,47,Brooklyn Baseline,49.882671,0.087894738,2924.2424,371885,139983,69651.516,1218,37008
00000025901,36,47,Brooklyn Baseline,52.974575,0.030030031,6612.9033,2464308,1538686,64838.711,NA,46528
00000025902,36,47,Brooklyn Baseline,49.922588,0.055555556,956.52173,2532910,1588464,148652.17,NA,16406
00000026000,36,47,Brooklyn Baseline,44.04007,0.070815451,5904.7617,392116,151657,57920.633,1266,51719
00000026100,36,47,Brooklyn Baseline,46.255608,0.055729985,3727.2727,2286128,1405623,63857.145,1385,45228
00000026200,36,47,Brooklyn Baseline,44.527241,0.051397655,1229.5082,409243,164977,38918.031,1092,57879
00000026300,36,47,Brooklyn Baseline,44.886616,0.085043989,217.3913,2077213,1245505,40608.695,NA,39150
00000026400,36,47,Brooklyn Baseline,45.883144,0.067345783,5917.8081,374311,141131,62904.109,1166,44262
00000026500,36,47,Brooklyn Baseline,47.026318,0.061334938,3500,1852430,1085013,61903.227,NA,52295
00000026600,36,47,Brooklyn Baseline,45.739929,0.11291329,7328.1245,369595,139571,58328.121,1198,49068
00000026700,36,47,Brooklyn Baseline,47.195526,0.085073866,2725.8064,1686026,968986,63225.809,1254,43068
00000026800,36,47,Brooklyn Baseline,46.061752,0.16188769,1594.2029,361447,134935,60695.652,1216,55553
00000026900,36,47,Brooklyn Baseline,47.737633,0.082166202,3769.2307,1493878,846657,53269.23,1462,48990
00000027000,36,47,Brooklyn Baseline,45.683617,0.13293944,5134.6152,345106,128384,47096.152,1330,51786
00000027100,36,47,Brooklyn Baseline,46.610073,0.12683824,23376.236,1286290,702470,24465.346,1343,41726
00000027200,36,47,Brooklyn Baseline,52.369957,0.061305732,1745.098,350390,130781,68235.297,1265,50833
00000027300,36,47,Brooklyn Baseline,43.409092,0.069322713,6603.4482,1396182,782358,48500,563,37917
00000027400,36,47,Brooklyn Baseline,47.607498,0.09963768,2841.2698,361217,134900,48063.492,1278,44602
00000027500,36,47,Brooklyn Baseline,47.61874,0.031973541,761.90472,1538755,878561,66349.203,1375,60875
00000027600,36,47,Brooklyn Baseline,48.398056,0.069582507,8362.0693,355505,133399,63689.656,1165,51940
00000027700,36,47,Brooklyn Baseline,47.194553,0.10678808,1825.3969,1736112,1006994,62619.047,1183,40269
00000027800,36,47,Brooklyn Baseline,48.65963,0.060254924,9806.4521,339853,125418,51935.484,1400,51739
00000027900,36,47,Brooklyn Baseline,46.708126,0.076480262,3000,1916393,1133625,58317.461,1167,58690
00000028000,36,47,Brooklyn Baseline,49.409229,0.07460545,6821.4282,312633,111726,31446.428,1183,58657
00000028100,36,47,Brooklyn Baseline,50.660664,0.044354837,2682.5396,2225183,1356231,66555.555,NA,27101
00000028200,36,47,Brooklyn Baseline,49.937271,0.044632088,2371.4285,305410,108693,42042.855,1213,58750
00000028300,36,47,Brooklyn Baseline,46.438972,0,4659.5747,2389459,1476266,87170.219,NA,33351
00000028400,36,47,Brooklyn Baseline,49.83667,0.096530922,5777.7778,337487,124471,63539.68,1188,55743
00000028501,36,47,Brooklyn Baseline,17.120914,0.26898733,7093.7495,2578192,1615503,13374.999,NA,92308
00000028502,36,47,Brooklyn Baseline,46.367584,0.044036698,956.52173,2527542,1578147,60913.043,467,16727
00000028600,36,47,Brooklyn Baseline,51.436623,0.063424945,2492.7537,306546,109080,69768.117,1273,41658
00000028700,36,47,Brooklyn Baseline,44.781464,0.023411371,3137.9312,2232259,1355542,51568.969,618,29101
00000028800,36,47,Brooklyn Baseline,52.61121,0.11859296,6711.8643,333753,122424,58610.168,1143,48857
00000028900,36,47,Brooklyn Baseline,48.109798,0.086115994,1437.4999,1974334,1179232,55281.246,1272,43030
00000029000,36,47,Brooklyn Baseline,44.443695,0.10819411,10616.667,332947,122224,65333.336,1401,52163
00000029100,36,47,Brooklyn Baseline,47.101555,0.082341269,2093.75,1759717,1023132,48453.121,1092,42886
00000029200,36,47,Brooklyn Baseline,56.885197,0.070546739,2012.9871,301646,107952,32974.027,1178,45869
00000029300,36,47,Brooklyn Baseline,45.043499,0.093064092,2825.3967,1570208,898339,49301.586,NA,34327
00000029400,36,47,Brooklyn Baseline,49.1576,0.15343915,20767.123,291517,102653,31794.521,1198,54706
00000029500,36,47,Brooklyn Baseline,46.899506,0.058285713,781.24994,1421968,792303,53515.621,NA,53523
00000029600,36,47,Brooklyn Baseline,49.198406,0.12682927,6132.5303,317673,116046,66819.281,1492,52857
00000029700,36,47,Brooklyn Baseline,44.139545,0.11618497,1822.7847,1275349,692109,42329.113,1755,52594
00000029800,36,47,Brooklyn Baseline,50.167595,0.091766186,7870.5884,322352,118945,43729.41,1295,50735
00000029900,36,47,Brooklyn Baseline,48.656166,0.072916664,5000,1020917,521944,46890.91,1236,27321
00000030000,36,47,Brooklyn Baseline,49.393963,0.027192386,5320,307148,112458,54933.332,1250,45987
00000030100,36,47,Brooklyn Baseline,43.769913,0.051594745,4226.6665,758165,357883,36666.664,NA,52756
00000030200,36,47,Brooklyn Baseline,46.815331,0.07629256,939.02435,291954,102811,51390.242,1138,60000
00000030300,36,47,Brooklyn Baseline,52.643845,0.018118467,5295.9185,734670,337499,45489.797,NA,26953
00000030400,36,47,Brooklyn Baseline,53.508682,0.14868805,2869.3181,282910,97208,24323.863,1382,39235
00000030500,36,47,Brooklyn Baseline,48.30645,0.026131762,9432,1503759,853505,44392,1690,72439
